"","bc","cc","ec"
"6973304825",8631858,7.20257955610349e-09,0
"6974238268",4024393,7.5765945899905e-09,1.0589561728055e-17
"6974239193",4059363,7.57222324847044e-09,0
"6974307680",0,6.65198850908948e-09,0
"6974307682",85026,6.66590019433219e-09,0
"6974307683",0,6.60845150218586e-09,2.0735542091419e-17
"6976137582",0,7.44675491621498e-09,7.16217510931473e-18
"6979235889",6162381,7.92287083004632e-09,3.89318671942535e-18
"6979235890",8278649,8.01893722020677e-09,1.89031861752167e-17
"6979235891",8239349,8.10308738176149e-09,3.3731035444296e-16
"6979235892",7162054,8.27264869394054e-09,3.6114789558243e-15
"6982710970",1092292,6.40744498042881e-09,0
"6982710973",0,6.4020005635e-09,0
"6983017075",3946862,7.86696894136016e-09,1.84894757221349e-16
"6983017076",0,7.77944322962212e-09,1.49965038128191e-17
"6986789705",0,6.06075505652256e-09,0
"6987066357",42514,5.96705030448579e-09,0
"6987066358",0,5.94535991848204e-09,0
"6987309535",24261,5.63225629453016e-09,8.02656163458138e-18
"6987309543",423287,6.00806582130411e-09,0
"6987309544",123524,5.99303577719658e-09,0
"6987309545",123440,5.916994769261e-09,1.14275519970935e-17
"6987309546",0,5.95955977643189e-09,0
"6987309549",123496,5.98772896854875e-09,0
"6987309554",124069,5.8407591004843e-09,0
"6987399895",42490,0.0274466384308276,5.58427888845535e-18
"6987582407",535503,8.23957594432155e-09,0
"6987835346",116568,7.96920229551578e-09,0
"6992421195",3919618,6.26589440186018e-09,0
"6992443076",2107467,6.86364804833776e-09,0
"6992693319",16366591,7.98616011935695e-09,0
"6992693320",105113,7.97027655401162e-09,0
"6996222343",2554262,7.5991013489296e-09,6.09421481979261e-18
"6996222344",26122,7.5886930656035e-09,5.35061239118817e-18
"6996510784",745997,7.18956467682474e-09,0
"6996510785",335383,7.19029695416212e-09,0
"6996510786",460478,7.18402018840117e-09,0
"6996510787",312911,7.1194779816513e-09,0
"6996510788",906762,7.3015943414357e-09,0
"6996510791",36357,7.29717339907118e-09,0
"6996510792",342918,7.3069391069728e-09,0
"6996552943",19751262,7.95582771092062e-09,0
"6996552944",3710456,7.94866702915013e-09,0
"6996677223",146414,6.21519379362698e-09,0
"6997688454",839465,6.52743127188059e-09,1.19164271044733e-17
"6997688455",696900,6.57458433651711e-09,6.92713138831224e-18
"6997688457",406497,6.59177769929598e-09,2.69578563711437e-18
"6997688458",344834,6.59034729387324e-09,0
"6997688460",504046,6.60734076506632e-09,0
"6999851385",0,6.83458273256254e-09,0
"7001793686",0,5.47852828937449e-09,0
"7006424169",49335,8.09054250255846e-09,0
"7006424170",0,8.04207019456095e-09,0
"7006497386",51177,6.01404578590208e-09,0
"7006705084",0,7.19105909077788e-09,0
"7006774088",6058579,7.27896731149571e-09,0
"7006806851",4227558,7.30375091330809e-09,0
"7006834851",5601317,7.06349902242624e-09,0
"7006834855",8214053,7.09390769252389e-09,0
"7007019407",19841,6.33318131108279e-09,1.98937156808384e-17
"7007019408",1389482,6.47747748566961e-09,1.77428007528967e-17
"7007019411",1370989,6.40793274962925e-09,1.83187603622749e-17
"7010868059",14663540,8.46234234995762e-09,1.15918325267157e-09
"7010868061",0,8.45367484659490e-09,3.19118380503088e-12
"7010868063",0,8.22924313421957e-09,5.52437588216345e-06
"7010868065",513299,8.25353633505729e-09,0.000679758549782414
"7010868068",14674632,8.47440132649225e-09,6.51445708155307e-08
"7011039155",764783,5.15841177462256e-09,1.22033061635537e-17
"7011039167",106314,5.14183233414724e-09,0
"7011039172",4,5.1351662335106e-09,0
"7011911284",2102535,7.68505583900344e-09,1.9608777837076e-17
"7015486840",3864105,6.38004460278447e-09,3.50485412256574e-17
"7019643770",31620813,8.70394872072234e-09,4.15126054192985e-15
"7020866095",572605,6.34942786795871e-09,0
"7020866107",0,6.34856177955709e-09,0
"7021796591",2131906,7.68584074677638e-09,0
"7022089144",0,7.21894649748492e-09,1.14291974262092e-17
"7022089147",10465247,7.31612188472547e-09,0
"7022419118",20102,6.10938031833477e-09,2.18792345211546e-17
"7023772709",1190190,8.70200289084594e-09,0
"7025964875",142038,6.44574730776112e-09,6.11023615862146e-18
"7035615518",207769,5.77789687577557e-09,0
"7036647715",768035,5.916094033626e-09,0
"7037829278",229162,6.7454791859707e-09,8.35632127506549e-18
"7038006835",718390,6.86467168356176e-09,1.13146285229948e-18
"7038043773",2079192,6.92200827430542e-09,0
"7040406159",13604637,7.85356150362155e-09,0
"7042284389",391823,5.64371013486407e-09,7.82293327798603e-18
"7043962998",0,5.47548103075924e-09,0
"7047107739",996102,8.94047908439947e-09,6.163403464456e-07
"7047107740",955669,8.93652570372439e-09,0.000248498233658828
"7047107741",6617641,8.95669785023571e-09,1.78034061812869e-09
"7047107742",2815120,8.9504401276864e-09,2.15415845125059e-11
"7049374628",2517937,8.46779191481222e-09,4.37066549118315e-17
"7049374654",58556,8.62659113086022e-09,0
"7049466976",215747,7.0275971384198e-09,1.48791483412122e-17
"7049466979",34581,6.96953105006837e-09,1.01266873932194e-17
"7049815476",253118,7.87268813872538e-09,0
"7049815480",134823,7.87629230230418e-09,0
"7049850590",795729,7.95125177918438e-09,0
"7049850617",95744,8.29261967436606e-09,0
"7056638341",7097614,8.28024486039922e-09,0
"7057096758",10533220,7.05610717701561e-09,2.68781495892952e-17
"7057141551",5146289,8.93150792481962e-09,5.70896837735605e-07
"7057141555",25522197,9.10132303493925e-09,7.0506365058131e-09
"7058403772",0,6.31483070771491e-09,5.93852202651129e-18
"7058403774",0,6.34410133698864e-09,2.24435395979436e-17
"7059532813",12,6.43096698682671e-09,1.43862147148292e-17
"7059532862",0,6.04341219481504e-09,1.73511584735737e-17
"7059532863",0,6.07129486024157e-09,0
"7059532864",85026,6.0891251249206e-09,0
"7059532866",196458,6.12117579741199e-09,2.55302019220384e-17
"7061840972",0,8.05033594051812e-09,8.20703537837409e-17
"7062789507",0,5.63786278432836e-09,1.00548446007768e-17
"7062789510",105829,5.72530685524615e-09,1.41075350404273e-17
"7062789514",645353,5.80081200842077e-09,1.41399534464821e-17
"7062789515",129998,5.74607093500601e-09,1.02812859218691e-17
"7063521066",2351501,7.66193361144384e-09,0
"7066739478",51311846,8.44702297420197e-09,2.92742978994685e-17
"7066739481",26375166,8.43818144162364e-09,0
"7068938033",153953,7.59273639561649e-09,0
"7068938034",16406279,7.63608597031589e-09,0
"7070693979",5108078,6.64887895617561e-09,0
"7070717785",5310947,6.94254652003503e-09,7.53378596680478e-18
"7070717788",5316777,7.12360034544575e-09,1.12251240116815e-17
"7070717792",5684290,6.95432018010603e-09,5.13053096849011e-19
"7070717797",5506985,6.65814206661575e-09,1.38095262071999e-19
"7070717798",1575899,6.65466111564931e-09,7.02970677399115e-18
"7072416002",499318,8.26988489049245e-09,0
"7074495834",685301,5.88717359407214e-09,5.78160599450192e-18
"7074495840",0,6.05561673979761e-09,1.70758948852955e-17
"7074495848",0,5.81233320249508e-09,4.77652532487578e-17
"7074495849",0,5.8760026920625e-09,1.88463667198191e-17
"7074495850",85026,5.95738009345138e-09,0
"7074495855",127530,6.01692196711372e-09,4.02396051738905e-18
"7074495857",2858143,6.04707508057202e-09,0
"7074495858",2947806,6.05207192333699e-09,0
"7074495869",0,5.73599794705714e-09,0
"7074495871",0,5.55935659274432e-09,2.62338091213872e-17
"7074495872",85026,5.74625014708754e-09,0
"7074532090",127530,5.85374899259407e-09,0
"7074532099",257961,6.14655930513894e-09,3.58864977877853e-18
"7075874110",0,6.90547454747393e-09,0
"7076318314",0,8.42492801473656e-09,0
"7076374195",9424452,8.19718633342154e-09,0
"7076374199",14485147,8.22269510969029e-09,0
"7077071181",1104529,7.66135891560432e-09,0
"7078311755",0,6.32859950381619e-09,0
"7078599837",5393282,6.73616502209978e-09,1.73684694214169e-17
"7078599838",4191035,6.71235774150645e-09,5.44553265313852e-18
"7078599842",1293549,6.72442847908252e-09,0
"7078599851",3879639,6.75112728177575e-09,0
"7084615089",5641901,6.45829547755213e-09,0
"7086081025",0,8.50125139766436e-09,5.79544191025882e-19
"7088999918",0,5.10713510240141e-09,3.2512856307657e-18
"7088999921",63782,5.13681390367444e-09,0
"7089688554",0,6.02412036201744e-09,0
"7089688555",242630,6.03150937354273e-09,0
"7089850721",0,6.13774694924117e-09,1.8837304779108e-17
"7089850722",0,6.16481816214554e-09,9.4987583110122e-18
"7089850728",0,6.10234880758813e-09,2.03968123270203e-17
"7089850729",0,6.12831820366156e-09,2.72352268757846e-17
"7089850738",85026,6.22081895913413e-09,0
"7089850743",987003,6.29607214672116e-09,5.94356879715379e-17
"7089850744",0,6.09986108591248e-09,4.30749740527599e-17
"7089850746",85026,6.19555515587341e-09,0
"7089850748",883391,6.21762966778037e-09,1.82106106116185e-18
"7090989391",85026,6.77249344978374e-09,0
"7090989393",347429,6.80402246385279e-09,0
"7090989394",0,6.79461344610292e-09,0
"7090989395",0,7.13675062574567e-09,0
"7090989396",1716890,7.14836835614349e-09,0
"7100163147",3468317,5.44224453974627e-09,0
"7100163148",3421273,5.41497598393777e-09,6.82696257815342e-18
"7100192307",533180,5.6007811362204e-09,0
"7112415796",33101222,8.41269932526571e-09,0
"7112415800",8546321,8.3836023104537e-09,7.31082311744172e-18
"7112415801",6072204,8.3748751406449e-09,0
"7112415809",0,8.39834660753732e-09,0
"7112415810",3587314,8.41598687603127e-09,0
"7112415811",1679861,8.40604699424934e-09,0
"7112740728",865179,6.14461463001089e-09,1.30703153180183e-18
"7113853727",1039868,8.18210182898581e-09,0
"7115534148",0,8.44772628399607e-09,1.40173135430728e-17
"7115534160",2215882,8.61861384878361e-09,3.56212157342128e-17
"7117392144",90158,5.78279104104983e-09,0
"7123499524",0,6.39220976797869e-09,0
"7126315664",0,6.23434359785878e-09,0
"7126926482",0,6.72641582841914e-09,4.19136708360107e-18
"7128623113",0,0.204800524289342,0
"7129648941",1756216,6.49917454893906e-09,0
"7129648948",9037319,6.96401683596724e-09,0
"7129648951",13560826,6.98226533701937e-09,1.60390531300652e-17
"7129648952",9047498,6.97590977288305e-09,0
"7137599348",1308540,6.19559257913621e-09,0
"7140083424",253859,6.08702133173813e-09,0
"7140210040",544637,5.89544622847664e-09,1.03185358566879e-17
"7140261079",0,6.27989408815033e-09,2.87748350756984e-18
"7141377235",0,6.88831534735774e-09,0
"7141377240",354890,6.94224761496964e-09,3.08241661761235e-18
"7149976279",0,7.99842551662661e-09,0
"7150713186",0,5.38010615534989e-09,0
"7151078185",382117,5.32395266828598e-09,0
"7151193864",297363,5.4548729852297e-09,3.37869217071332e-18
"7151280804",76616,5.46717845642658e-09,0
"7151579870",290708,5.57601182381824e-09,0
"7159430927",0,6.11050678800002e-09,1.18621499044505e-17
"7161208622",0,5.15012829449014e-09,0
"7161208623",382498,5.16196719181535e-09,2.16349256776436e-18
"7161208624",0,5.09621037383465e-09,0
"7161296020",0,6.52973566783801e-09,0
"7161296023",75911,6.56652842885767e-09,1.5782203248602e-17
"7166216636",30424,5.87014155388833e-09,0
"7166959777",1605234,8.36315719168623e-09,0
"7166959778",1764502,8.36865555819132e-09,0
"7167156212",893095,8.01070563445076e-09,8.23956349662505e-18
"7167156217",0,7.92182598716856e-09,0
"7169060107",2477244,7.39571498504561e-09,0
"7171446403",215851,5.83748925154445e-09,1.50386898280354e-17
"7178764963",148745,5.8544533174425e-09,0
"7178764965",0,5.82579513546289e-09,7.32948657014995e-18
"7182256447",167946,6.17785318054043e-09,0
"7182256449",212800,6.15784029606338e-09,0
"7182256450",0,6.13879001369166e-09,0
"7195449846",0,4.6974807677834e-09,0
"7198860359",2674754,5.84894855672313e-09,4.34731520097481e-18
"7204133332",25679,6.56232290923341e-09,0
"7204133333",4096353,6.56602168614739e-09,3.93949441813161e-17
"7204133334",173321,6.67816031908546e-09,0
"7204133335",4080395,6.68170051325236e-09,3.20684798322181e-17
"7214137043",2327929,5.03432676338101e-09,4.25772541907011e-17
"7214162150",2669673,5.12445036202183e-09,4.02478102788654e-17
"7214211493",2761014,5.13102271683547e-09,0
"7214211506",13037761,4.99788493221354e-09,2.23933835791095e-17
"7214211509",12619612,4.97161997372614e-09,0
"7214211514",13160329,5.05540598198138e-09,1.32895993102874e-17
"7214211521",15684615,5.0994145008283e-09,2.71718665602162e-17
"7214211526",15548086,5.06271061193807e-09,2.21965981391628e-18
"7216569065",98298,5.78248547392826e-09,2.00006128622695e-18
"7216569068",1900438,5.79899564454441e-09,3.16461414224905e-17
"7216569077",505011,5.77860935013065e-09,7.58698073043481e-18
"7216569080",9566606,5.04799632636158e-09,0
"7216569081",2135472,5.04783203749675e-09,0
"7216617193",1326384,4.98403288537279e-09,0
"7216617206",472426,4.31666845619887e-09,3.26365661528995e-17
"7216692610",463983,5.62781273019073e-09,0
"7216692615",391334,4.50508072585602e-09,4.41323872217854e-17
"7216692618",346578,4.69360392832496e-09,0
"7216692619",2458769,4.75478982030937e-09,0
"7216692621",5054277,4.75510284608598e-09,0
"7216692626",135505,5.56255506981457e-09,0
"7216692633",63232,5.56777217547362e-09,0
"7216692636",3385127,5.54350410883076e-09,0
"7216692638",46085,5.53579835234886e-09,9.49281976493134e-18
"7218774814",42510,5.88078040715113e-09,3.41767859062508e-17
"7218812043",68551,5.94654765291773e-09,0
"7218812047",195878,5.97148790356764e-09,0
"7218812050",271939,5.93123077840322e-09,0
"7223004840",813439,7.35419419870897e-09,5.47257211800766e-18
"7223165749",2596406,7.25722667449707e-09,0
"7227585792",64015,5.84475019063137e-09,0
"7227585795",63896,5.82287548798281e-09,0
"7227585797",21323,5.96032783527374e-09,0
"7227585798",21296,5.83023979023468e-09,0
"7228293085",130725,4.00799281729454e-09,0
"7228293139",0,4.04771147523195e-09,0
"7228293140",45294,4.06295207415567e-09,0
"7228293213",190121,4.03301364305115e-09,0
"7228489799",169952,5.3808293433384e-09,7.73597106548486e-18
"7229816270",151646,4.19447527446698e-09,1.83871238076582e-18
"7229826597",83951,4.21224249006281e-09,0
"7229826608",41689,4.19497754039915e-09,2.49168117626174e-17
"7229827038",1912,4.12495909591617e-09,6.88631744088133e-17
"7229827040",70177,4.13547128086665e-09,0
"7232473961",180478,7.5754026913164e-09,1.14550105150386e-14
"7232473964",2008605,7.58654726510343e-09,1.59152914543754e-12
"7232473965",2008578,7.53172502733549e-09,1.4508781522764e-10
"7232473968",180393,7.52178205693908e-09,1.50206098262528e-10
"7232473973",180421,7.53446222142694e-09,3.8691077286787e-13
"7232473974",180449,7.56499248894027e-09,4.71761853202605e-15
"7233154215",3395750,5.95841295133967e-09,0
"7233154216",3227128,5.92210628748225e-09,0
"7233898501",14089,6.9378941518952e-09,1.57068397824536e-17
"7236700229",3560845,8.12322573519039e-09,1.61288103885167e-17
"7236717314",0,8.30377216842194e-09,0
"7236717316",416785,8.35546936224613e-09,0
"7236717317",133896,8.35146353919704e-09,0
"7236717318",246313,8.20736023887648e-09,2.28918053866626e-17
"7236717319",154141,8.3184384996807e-09,1.1660353260465e-17
"7236725333",0,8.0325577875588e-09,0
"7236725338",96933,8.17256414595347e-09,3.61445759306142e-17
"7236725343",42514,8.06519543365699e-09,2.8121566314587e-17
"7236725348",104376,8.15689097486553e-09,1.70009995507342e-18
"7236725353",0,7.89481417962344e-09,2.72012021769384e-17
"7240905384",3243329,6.14463731784088e-09,2.89137592860679e-17
"7240935587",3828392,6.23622295556609e-09,0
"7240935590",3570762,6.36090372856874e-09,2.0811611618708e-17
"7240935593",4677303,6.32444383890733e-09,4.40152275905786e-17
"7242685544",10283543,7.04667038826159e-09,0
"7245942741",29073,7.4076509020078e-09,2.53252929790438e-18
"7245942742",440192,7.41244001263289e-09,1.00405472355913e-18
"7251280225",0,0.0300364378034281,0
"7251280226",0,0.0127866027500198,0
"7251280227",0,0.0127866027500198,0
"7251280230",0,0.0300364378034281,0
"7256067027",7713654,7.4727424022286e-09,0
"7256067028",4940504,7.45316428573341e-09,0
"7258128965",1959897,8.37816561504453e-09,4.68457086015063e-18
"7258128977",0,8.31833439970405e-09,2.87793159918679e-18
"7261161620",85026,6.76919170738726e-09,0
"7261161621",0,6.74539591144164e-09,0
"7264001775",406956,6.1946042093803e-09,0
"7264001776",523631,6.19723688296456e-09,0
"7264001777",246884,6.19858348483839e-09,0
"7264840571",3288952,6.00164090703637e-09,1.70720990069967e-17
"7264840573",3443237,6.07346861922055e-09,1.68949132199775e-17
"7264840574",407667,6.07945121743908e-09,0
"7264840576",527515,6.09475186727083e-09,0
"7264840577",6488256,6.10492348766858e-09,0
"7264840578",23759,6.09740690720577e-09,0
"7272634159",4086569,8.66180131555968e-09,0
"7272634160",1087028,8.68172022753472e-09,3.0951969711607e-17
"7272634161",89457,8.67595892550749e-09,0
"7272634165",4879776,8.66926883837524e-09,0
"7279473793",0,6.22585577570862e-09,4.15984679967384e-18
"7280346478",283972,6.23611264246476e-09,0
"7281973139",1601148,8.03134586824271e-09,9.78688380166202e-18
"7286210827",0,8.06374056420362e-09,0
"7287923180",4768429,7.32496942004732e-09,0
"7287969224",4706647,7.34756026820773e-09,0
"7293060104",521218,6.03168735035979e-09,0
"7302430596",0,5.02804981487605e-09,0
"7302430597",0,5.02414279881777e-09,0
"7302430598",42560,5.02579005951725e-09,2.54679909132764e-17
"7302430599",70818,5.03074693524072e-09,0
"7306667874",3387406,6.9698230867669e-09,0
"7306667875",896252,7.4476758910478e-09,2.25601436023134e-18
"7310639332",0,0.0612776638013231,0
"7325253302",3035417,4.73570769317824e-09,1.79619224706903e-17
